Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price
Domestic,3/26/2023,99,237277,LAX,El Paso International Airport,1428,ELP,1007,507,5:30 AM,113,0,FALSE,714,-1,6:23 AM,3/26/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,162,277,11,Los Angeles International Airport,52,El Paso,1843
Domestic,3/26/2023,92,231280,ELP,Los Angeles International Airport,1428,LAX,832,257,5:30 AM,113,0,TRUE,714,1,8:23 AM,3/26/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,146,280,12,El Paso International Airport,42,Los Angeles,1789
Domestic,3/26/2023,89,234283,ORD,El Paso International Airport,2470,ELP,635,315,5:30 AM,176,0,FALSE,1235,1,9:26 AM,3/26/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,160,283,8,Chicago International Airport,63,El Paso,1439
Domestic,3/26/2023,95,237286,ELP,Chicago International Airport,2470,ORD,585,466,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,3/26/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,156,286,9,El Paso International Airport,52,Chicago,3167
Domestic,3/26/2023,90,231289,ATL,El Paso International Airport,2560,ELP,865,141,5:30 AM,181,0,FALSE,1280,2,10:31 AM,3/26/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,147,289,13,Hartsfield-Jackson Atlanta International Airport,44,El Paso,1828
Domestic,3/26/2023,100,234292,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1012,160,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,3/26/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,155,292,13,El Paso International Airport,42,Atlanta,3042
Domestic,3/26/2023,101,237295,JFK,El Paso International Airport,3806,ELP,1155,534,5:30 AM,256,0,FALSE,1903,2,11:46 AM,3/26/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,170,295,15,John F. Kennedy International Airport,54,El Paso,1318
Domestic,3/26/2023,103,231298,ELP,John F. Kennedy International Airport,3806,JFK,1155,374,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,3/26/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,173,298,11,El Paso International Airport,59,New York,1316
Domestic,3/26/2023,87,234301,BOS,El Paso International Airport,4128,ELP,606,202,5:30 AM,275,0,FALSE,2064,2,12:05 PM,3/26/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,163,301,15,Boston Logan International Airport,61,El Paso,1946
Domestic,3/26/2023,103,237304,ELP,Logan International Airport,4128,BOS,884,270,5:30 AM,275,0,TRUE,2064,2,12:05 PM,3/26/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,177,304,10,El Paso International Airport,64,Boston,2520
Domestic,3/26/2023,95,231307,LAS,El Paso International Airport,1164,ELP,931,430,5:30 AM,97,0,FALSE,582,-1,6:07 AM,3/26/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,153,307,11,Harry Reid International Airport,47,El Paso,2892
Domestic,3/26/2023,98,234310,ELP,Harry Reid International Airport,1164,LAS,1040,231,5:30 AM,97,0,TRUE,582,1,8:07 AM,3/26/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,169,310,13,El Paso International Airport,58,Las Vegas,3369
International,3/26/2023,89,237313,LHR,El Paso International Airport,15444,ELP,4668,1375,5:30 AM,645,13,FALSE,5148,7,11:15 PM,3/26/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,144,313,12,Heathrow Airport,43,El Paso,6302
International,3/26/2023,90,231316,ELP,Heathrow Airport,15444,LHR,5940,692,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,3/26/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,163,316,11,El Paso International Airport,62,London,6241
International,3/26/2023,88,234319,MEX,Abraham Gonzalez International Airport,2871,CJS,3314,1105,5:30 AM,142,3,FALSE,957,1,8:52 AM,3/26/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,151,319,12,Aeropuerto Internacional Benito Juarez,51,Juarez,11172
International,3/26/2023,91,237322,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,5998,1018,5:30 AM,142,3,FALSE,957,-1,6:52 AM,3/26/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,159,322,15,Abraham Gonzalez International Airport,53,Ciudad de Mexico,10862
Domestic,3/26/2023,90,231325,LAX,Orlando International Airport,3854,ORL,1143,154,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,3/26/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,166,325,13,Los Angeles International Airport,63,Orlando,1618
Domestic,3/26/2023,92,234328,ORL,Los Angeles International Airport,3854,LAX,752,177,5:30 AM,281,0,TRUE,1927,3,1:11 PM,3/26/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,162,328,13,Orlando International Airport,57,Los Angeles,3210
Domestic,3/26/2023,93,237331,LAX,Logan International Airport,4538,BOS,829,316,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,3/26/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,153,331,14,Los Angeles International Airport,46,Boston,1698
Domestic,3/26/2023,89,231334,BOS,Los Angeles International Airport,4538,LAX,1191,265,5:30 AM,326,0,TRUE,2269,3,1:56 PM,3/26/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,152,334,11,Boston Logan International Airport,52,Los Angeles,2936
International,3/26/2023,101,234337,CUN,El Paso International Airport,3687,ELP,5145,1087,5:30 AM,190,4,FALSE,1229,2,10:40 AM,3/26/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,153,337,9,Cancun International Airport,43,El Paso,10987
International,3/26/2023,92,237340,ELP,Cancun International Airport,3687,CUN,3890,1420,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,3/26/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,165,340,13,El Paso International Airport,60,Cancun,5797
International,3/26/2023,102,231343,YYZ,El Paso International Airport,4347,ELP,2995,1080,5:30 AM,219,4,FALSE,1449,2,11:09 AM,3/26/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,167,343,14,Toronto Pearson International Airport,51,El Paso,10092
International,3/26/2023,85,234346,ELP,Toronto Pearson International Airport,4347,YYZ,5755,1151,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,3/26/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,145,346,12,El Paso International Airport,48,Toronto,6470
International,3/27/2023,102,237349,CDG,El Paso International Airport,13986,ELP,3576,1096,5:30 AM,639,12,FALSE,4662,8,12:09 AM,3/26/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,162,349,9,Paris Charles de Gaulle Airport,51,El Paso,7777
International,3/26/2023,87,231352,ELP,Paris Charles de Gaulle Airport,13986,CDG,4045,1115,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,3/26/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,160,352,13,El Paso International Airport,60,Paris,12388
International,3/27/2023,94,234355,HND,El Paso International Airport,15966,ELP,3857,1303,5:30 AM,725,14,FALSE,5322,16,9:35 AM,3/26/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,158,355,10,Tokyo Haneda Airport,54,El Paso,8036
International,3/26/2023,93,237358,ELP,Tokyo Haneda Airport,15966,HND,3456,1021,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,3/26/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,164,358,9,El Paso International Airport,62,Tokyo,10682
Domestic,3/27/2023,99,231361,DFW,El Paso International Airport,1102,ELP,1149,382,5:30 AM,94,0,FALSE,551,1,8:04 AM,3/27/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,175,361,12,Dallas/Ft. Worth International Airport,64,El Paso,2448
Domestic,3/27/2023,94,234364,ELP,Dallas/Ft. Worth International Airport,1102,DFW,609,206,5:30 AM,94,0,TRUE,551,-1,6:04 AM,3/27/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,153,364,14,El Paso International Airport,45,Dallas,2612
Domestic,3/27/2023,90,237367,LAX,El Paso International Airport,1428,ELP,582,308,5:30 AM,113,0,FALSE,714,-1,6:23 AM,3/27/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,139,367,8,Los Angeles International Airport,41,El Paso,2534
Domestic,3/27/2023,95,231370,ELP,Los Angeles International Airport,1428,LAX,1085,304,5:30 AM,113,0,TRUE,714,1,8:23 AM,3/27/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,169,370,12,El Paso International Airport,62,Los Angeles,2778
Domestic,3/27/2023,97,234373,ORD,El Paso International Airport,2470,ELP,819,455,5:30 AM,176,0,FALSE,1235,1,9:26 AM,3/27/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,164,373,11,Chicago International Airport,56,El Paso,1715
Domestic,3/27/2023,104,237376,ELP,Chicago International Airport,2470,ORD,1189,237,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,3/27/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,161,376,12,El Paso International Airport,45,Chicago,1764
Domestic,3/27/2023,93,231379,ATL,El Paso International Airport,2560,ELP,736,537,5:30 AM,181,0,FALSE,1280,2,10:31 AM,3/27/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,145,379,11,Hartsfield-Jackson Atlanta International Airport,41,El Paso,1491
Domestic,3/27/2023,86,234382,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,911,381,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,3/27/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,137,382,9,El Paso International Airport,42,Atlanta,2795
Domestic,3/27/2023,103,237385,JFK,El Paso International Airport,3806,ELP,1172,527,5:30 AM,256,0,FALSE,1903,2,11:46 AM,3/27/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,160,385,10,John F. Kennedy International Airport,47,El Paso,1799
Domestic,3/27/2023,92,231388,ELP,John F. Kennedy International Airport,3806,JFK,928,541,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,3/27/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,156,388,15,El Paso International Airport,49,New York,2836
Domestic,3/27/2023,85,234391,BOS,El Paso International Airport,4128,ELP,686,324,5:30 AM,275,0,FALSE,2064,2,12:05 PM,3/27/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,143,391,13,Boston Logan International Airport,45,El Paso,2945
Domestic,3/27/2023,90,237394,ELP,Logan International Airport,4128,BOS,1102,359,5:30 AM,275,0,TRUE,2064,2,12:05 PM,3/27/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,152,394,11,El Paso International Airport,51,Boston,1257
Domestic,3/27/2023,97,231397,LAS,El Paso International Airport,1164,ELP,641,539,5:30 AM,97,0,FALSE,582,-1,6:07 AM,3/27/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,162,397,11,Harry Reid International Airport,54,El Paso,2208
Domestic,3/27/2023,104,234400,ELP,Harry Reid International Airport,1164,LAS,555,343,5:30 AM,97,0,TRUE,582,1,8:07 AM,3/27/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,170,400,9,El Paso International Airport,57,Las Vegas,2255
International,3/27/2023,94,237403,LHR,El Paso International Airport,15444,ELP,4958,1050,5:30 AM,645,13,FALSE,5148,7,11:15 PM,3/27/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,162,403,10,Heathrow Airport,58,El Paso,9595
International,3/27/2023,88,231406,ELP,Heathrow Airport,15444,LHR,3166,1037,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,3/27/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,144,406,10,El Paso International Airport,46,London,5628
International,3/27/2023,97,234409,MEX,Abraham Gonzalez International Airport,2871,CJS,3573,920,5:30 AM,142,3,FALSE,957,1,8:52 AM,3/27/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,164,409,13,Aeropuerto Internacional Benito Juarez,54,Juarez,7151
International,3/27/2023,101,237412,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3445,938,5:30 AM,142,3,FALSE,957,-1,6:52 AM,3/27/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,162,412,12,Abraham Gonzalez International Airport,49,Ciudad de Mexico,4050
Domestic,3/27/2023,99,231415,LAX,Orlando International Airport,3854,ORL,743,122,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,3/27/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,160,415,9,Los Angeles International Airport,52,Orlando,2399
Domestic,3/27/2023,104,234418,ORL,Los Angeles International Airport,3854,LAX,848,289,5:30 AM,281,0,TRUE,1927,3,1:11 PM,3/27/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,174,418,14,Orlando International Airport,56,Los Angeles,3198
Domestic,3/27/2023,99,237421,LAX,Logan International Airport,4538,BOS,981,227,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,3/27/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,169,421,14,Los Angeles International Airport,56,Boston,2652
Domestic,3/27/2023,87,231424,BOS,Los Angeles International Airport,4538,LAX,681,406,5:30 AM,326,0,TRUE,2269,3,1:56 PM,3/27/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,149,424,11,Boston Logan International Airport,51,Los Angeles,2198
International,3/27/2023,104,234427,CUN,El Paso International Airport,3687,ELP,4455,1154,5:30 AM,190,4,FALSE,1229,2,10:40 AM,3/27/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,168,427,14,Cancun International Airport,50,El Paso,7482
International,3/27/2023,87,237430,ELP,Cancun International Airport,3687,CUN,6039,1006,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,3/27/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,152,430,15,El Paso International Airport,50,Cancun,6792
International,3/27/2023,103,231433,YYZ,El Paso International Airport,4347,ELP,3127,1209,5:30 AM,219,4,FALSE,1449,2,11:09 AM,3/27/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,171,433,12,Toronto Pearson International Airport,56,El Paso,4340
International,3/27/2023,94,234436,ELP,Toronto Pearson International Airport,4347,YYZ,4023,906,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,3/27/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,162,436,14,El Paso International Airport,54,Toronto,12423
International,3/28/2023,90,237439,CDG,El Paso International Airport,13986,ELP,3832,842,5:30 AM,639,12,FALSE,4662,8,12:09 AM,3/27/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,150,439,14,Paris Charles de Gaulle Airport,46,El Paso,5427
International,3/27/2023,96,231442,ELP,Paris Charles de Gaulle Airport,13986,CDG,3399,644,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,3/27/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,164,442,12,El Paso International Airport,56,Paris,11829
International,3/28/2023,94,234445,HND,El Paso International Airport,15966,ELP,3386,823,5:30 AM,725,14,FALSE,5322,16,9:35 AM,3/27/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,151,445,15,Tokyo Haneda Airport,42,El Paso,11565
International,3/27/2023,96,237448,ELP,Tokyo Haneda Airport,15966,HND,5024,1252,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,3/27/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,152,448,11,El Paso International Airport,45,Tokyo,7504
Domestic,3/28/2023,87,231451,DFW,El Paso International Airport,1102,ELP,659,507,5:30 AM,94,0,FALSE,551,1,8:04 AM,3/28/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,153,451,13,Dallas/Ft. Worth International Airport,53,El Paso,3198
Domestic,3/28/2023,95,234454,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1036,401,5:30 AM,94,0,TRUE,551,-1,6:04 AM,3/28/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,164,454,9,El Paso International Airport,60,Dallas,2310
Domestic,3/28/2023,97,237457,LAX,El Paso International Airport,1428,ELP,1055,306,5:30 AM,113,0,FALSE,714,-1,6:23 AM,3/28/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,163,457,8,Los Angeles International Airport,58,El Paso,1920
Domestic,3/28/2023,90,231460,ELP,Los Angeles International Airport,1428,LAX,852,150,5:30 AM,113,0,TRUE,714,1,8:23 AM,3/28/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,161,460,10,El Paso International Airport,61,Los Angeles,2838
Domestic,3/28/2023,94,234463,ORD,El Paso International Airport,2470,ELP,1140,149,5:30 AM,176,0,FALSE,1235,1,9:26 AM,3/28/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,171,463,14,Chicago International Airport,63,El Paso,1656
Domestic,3/28/2023,91,237466,ELP,Chicago International Airport,2470,ORD,700,477,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,3/28/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,160,466,9,El Paso International Airport,60,Chicago,2350
Domestic,3/28/2023,96,231469,ATL,El Paso International Airport,2560,ELP,602,254,5:30 AM,181,0,FALSE,1280,2,10:31 AM,3/28/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,153,469,10,Hartsfield-Jackson Atlanta International Airport,47,El Paso,2551
Domestic,3/28/2023,95,234472,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,637,304,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,3/28/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,168,472,13,El Paso International Airport,60,Atlanta,2829
Domestic,3/28/2023,93,237475,JFK,El Paso International Airport,3806,ELP,594,209,5:30 AM,256,0,FALSE,1903,2,11:46 AM,3/28/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,160,475,8,John F. Kennedy International Airport,59,El Paso,2853
Domestic,3/28/2023,100,231478,ELP,John F. Kennedy International Airport,3806,JFK,1132,286,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,3/28/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,178,478,15,El Paso International Airport,63,New York,3389
Domestic,3/28/2023,98,234481,BOS,El Paso International Airport,4128,ELP,610,368,5:30 AM,275,0,FALSE,2064,2,12:05 PM,3/28/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,158,481,15,Boston Logan International Airport,45,El Paso,2522
Domestic,3/28/2023,99,237484,ELP,Logan International Airport,4128,BOS,604,196,5:30 AM,275,0,TRUE,2064,2,12:05 PM,3/28/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,169,484,14,El Paso International Airport,56,Boston,2589
Domestic,3/28/2023,89,231487,LAS,El Paso International Airport,1164,ELP,1155,192,5:30 AM,97,0,FALSE,582,-1,6:07 AM,3/28/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,159,487,11,Harry Reid International Airport,59,El Paso,2784
Domestic,3/28/2023,101,234490,ELP,Harry Reid International Airport,1164,LAS,976,377,5:30 AM,97,0,TRUE,582,1,8:07 AM,3/28/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,161,490,14,El Paso International Airport,46,Las Vegas,2351
International,3/28/2023,86,237493,LHR,El Paso International Airport,15444,ELP,4205,984,5:30 AM,645,13,FALSE,5148,7,11:15 PM,3/28/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,165,493,15,Heathrow Airport,64,El Paso,10105
International,3/28/2023,88,231496,ELP,Heathrow Airport,15444,LHR,3791,1099,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,3/28/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,147,496,15,El Paso International Airport,44,London,11193
International,3/28/2023,88,234499,MEX,Abraham Gonzalez International Airport,2871,CJS,4545,776,5:30 AM,142,3,FALSE,957,1,8:52 AM,3/28/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,140,499,9,Aeropuerto Internacional Benito Juarez,43,Juarez,8718
International,3/28/2023,85,237502,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4051,1374,5:30 AM,142,3,FALSE,957,-1,6:52 AM,3/28/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,143,502,15,Abraham Gonzalez International Airport,43,Ciudad de Mexico,10853
Domestic,3/28/2023,86,231505,LAX,Orlando International Airport,3854,ORL,633,241,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,3/28/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,138,505,11,Los Angeles International Airport,41,Orlando,3188
